ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Per1_CT0/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT4/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT8/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT12/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT16/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT20/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_KO/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per_Input/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
1774	chr9	21566771	21566991	21566835	8	Intergenic	Intergenic	-2151	uc009oml.1	Spc24	kinetochore protein Spc24	6.05	1.01	1.01	9.07	6.05	10.08	4.03	8.06	1774-Per1_n3R16	1	default	1	24	3.5485268673	17.9655615005	5.545	0.5549624406	0.4560652052	0.6360513837	0.0261688714	0.0109421478	0.1022365733
1775	chr14	31253071	31253430	31253285	15	intron (uc007sux.1, intron 1 of 46)	MTD|LTR|MaLR	-39501	uc007sva.1	Dcp1a	mRNA-decapping enzyme 1A	1.01	1.01	2.02	17.13	6.05	6.05	0	8.06	1775-Per1_n3R16	1	burg	1	22.8114285714	5.6221568849	13.9248956688	5.545	0.5251551288	0.4196340463	1.0102417739	0.0350334479	0.0121450027	0.1134752962
1776	chr8	41977481	41977760	41977595	14	intron (uc009lng.1, intron 1 of 11)	intron (NM_001044740, intron 1 of 11)	29899	uc009lng.1	Slc7a2	low affinity cationic amino acid transporter 2	2.02	2.02	1.01	15.12	3.02	10.08	0	12.09	1776-Per1_n3R16	1	default	1	24	3.4287883333	14.677749945	5.545	0.2312532162	0.0604205976	0.9429694839	0.3062139017	0.0385574015	0.3602562035
1777	chr8	72718141	72718500	72718375	12	intron (uc012gex.1, intron 1 of 7)	intron (NM_001007570, intron 1 of 7)	17860	uc012gex.1	Slc25a42	solute carrier family 25 member 42	1.01	1.01	2.02	9.07	15.12	5.04	1.01	9.07	1777-Per1_n3R16	0	burg	1	23.2093023256	5.9295015954	15.3330527422	5.545	0.721741027	0.6599056997	0.9252103836	0.0031624328	0.0056524576	0.052813023
1778	chr15	64280101	64280461	64280305	14	Intergenic	Intergenic	27398	uc011ztj.1	AB351921	AB351921	2.02	2.02	0	19.15	6.05	4.03	2.02	23.18	1778-Per1_n3R16	0	burg	1	22.8114285714	5.91894746	13.8578041701	5.545	0.4363666065	0.3111147413	1.1482709653	0.0757678949	0.0169733193	0.1585880616
1779	chr7	26049621	26049870	26049755	16	Intergenic	Intergenic	-2973	uc009fsa.2	Cic	protein capicua homolog isoform b	1.01	2.02	1.01	17.13	6.05	6.05	4.03	10.08	1779-Per1_n3R16	1	mle	1	23.0751445087	5.3180341054	13.9098440465	5.545	0.4687842953	0.3507363609	1.0102417739	0.0580388872	0.015085264	0.1409472557
1780	chr2	72704201	72704420	72704310	10	Intergenic	BC1_Mm|scRNA|scRNA	-52536	uc008kby.1	AK018302	Mus musculus adult male olfactory brain cDNA, RIKEN full-length enriched library, clone:6430710C18 product:unclassifiable, full insert sequence.	2.02	5.04	1.01	10.08	5.04	10.08	3.02	9.07	1780-Per1_n3R16	0	default	1	24	2.1840590634	16.5114417612	5.545	0.2164560989	0.042335232	0.6360513837	0.3336452954	0.0410167501	0.3832348155
1781	chr2	126251141	126251370	126251200	13	intron (uc008mdn.2, intron 8 of 27)	L1MD1|LINE|L1	66034	uc008mdn.2	Atp8b4	ATPase, class I, type 8B, member 4	2.02	3.02	2.02	14.11	4.03	8.06	0	6.05	1781-Per1_n3R16	0	burg	1	23.9041916168	3.2417915627	13.8595281646	5.5433333333	0.296754291	0.1404774668	0.7835904349	0.2051076738	0.0290557168	0.2714784146
1782	chr9	103268291	103268620	103268415	13	promoter-TSS (uc009rgp.1)	promoter-TSS (NM_001134426)	-345	uc009rgp.1	Cdv3	protein CDV3 isoform b	3.02	4.03	4.03	15.12	2.02	5.04	0	3.02	1782-Per1_n3R16	0	burg	1	22.4269662921	3.4403008643	12.3035928625	5.5433333333	0.3223507164	0.1717619868	0.79089623	0.1735890897	0.0262678112	0.245429971
1783	chr9	63403411	63403751	63403615	9	intron (uc012guw.1, intron 5 of 21)	intron (NM_030068, intron 5 of 21)	46674	uc012guw.1	Iqch	IQ domain-containing protein H	0	1.01	4.03	13.1	6.05	9.07	0	5.04	1783-Per1_n3R16	0	mle	1	24.6419753086	4.3738593264	13.6357039333	5.5433333333	0.5461915695	0.4453452516	0.8179996482	0.0285710709	0.0113918281	0.1064381046
1784	chr1	130131741	130132110	130131895	10	intron (uc007clj.1, intron 25 of 26)	intron (NM_181750, intron 25 of 26)	-8833	uc007cll.1	Ubxn4	UBX domain-containing protein 4	3.02	2.02	3.02	15.12	8.06	2.02	1.01	7.05	1784-Per1_n3R16	0	burg	1	22.3016759777	5.3444661219	13.8083677289	5.5433333333	0.6347580185	0.5535931337	0.8576232961	0.0107550667	0.0077623525	0.0725265582
1785	chr5	113594061	113594241	113594200	14	Intergenic	Intergenic	-1818	uc008yua.2	2900026A02Rik	hypothetical protein LOC243219	4.03	1.01	1.01	14.11	4.03	9.07	1.01	3.02	1785-Per1_n3R16	1	default	1	24	3.4177351875	15.3450869684	5.5433333333	0.2833678873	0.1241163067	0.8445571179	0.2232714504	0.0307221862	0.2870488601
1786	chr5	109098171	109098480	109098235	8	5' UTR (uc008yov.2, exon 1 of 14)	5' UTR (NM_008325, exon 1 of 14)	200	uc008yov.2	Idua	alpha-L-iduronidase	3.02	4.03	2.02	9.07	6.05	9.07	1.01	2.02	1786-Per1_n3R16	1	mle	1	26.972972973	2.202240525	15.8634918934	5.5433333333	0.4029150768	0.2702295383	0.5005958153	0.0982115291	0.019278416	0.1801254415
1787	chr4	41315351	41315630	41315460	13	intron (uc008sin.1, intron 2 of 6)	intron (NM_023305, intron 2 of 6)	19461	uc008sin.1	Ubap1	ubiquitin-associated protein 1	2.02	5.04	2.02	16.12	3.02	5.04	2.02	22.17	1787-Per1_n3R16	1	burg	1	23.0751445087	3.6989648589	12.5037078796	5.5433333333	0.29483984	0.1381375822	0.8824325099	0.2076323189	0.0292591347	0.2733790238
1788	chr11	107623501	107623780	107623665	11	intron (uc007maz.1, intron 1 of 3)	(TG)n|Simple_repeat|Simple_repeat	-31540	uc007mba.1	AK048292	Mus musculus 16 days embryo head cDNA, RIKEN full-length enriched library, clone:C130046O09 product:unclassifiable, full insert sequence.	0	1.01	2.02	14.11	8.06	8.06	2.02	3.02	1788-Per1_n3R16	1	mle	1	23.7619047619	5.2508917927	14.3286944096	5.5433333333	0.6275384522	0.5447692193	0.9012279851	0.0117453644	0.0079906988	0.0746600829
1789	chr4	62817941	62818350	62818055	10	Intergenic	Intergenic	-2969	uc008tfp.1	Ambp	protein AMBP precursor	2.02	1.01	6.05	8.06	4.03	12.09	2.02	12.09	1789-Per1_n3R16	0	default	1	24	2.160979021	16	5.5433333333	0.1958983978	0.0172091528	0.6778072263	0.3748859581	0.0447598195	0.4182077112
1790	chr16	8829841	8830080	8829955	8	promoter-TSS (uc007yda.2)	promoter-TSS (NM_001081400)	-233	uc007yda.2	1810013L24Rik	hypothetical protein LOC69053	5.04	4.03	2.02	6.05	7.05	9.07	2.02	11.08	1790-Per1_n3R16	0	default	1	24	2.5678305627	18.8511193842	5.5433333333	0.7591168859	0.705587305	0.4028517949	0.0016524511	0.0053091653	0.0496055148
1791	chr10	67984941	67985280	67985100	10	intron (uc007fml.1, intron 3 of 7)	intron (NM_028491, intron 3 of 7)	19513	uc007fml.1	1700040L02Rik	hypothetical protein LOC73287	1.01	1.01	3.02	13.1	6.05	9.07	3.02	18.14	1791-Per1_n3R16	1	default	1	24	4.1693394539	14.3519535829	5.5433333333	0.509947062	0.4010464091	0.7975185511	0.0403732292	0.0128658238	0.1202101969
1792	chr12	3426541	3426820	3426710	8	promoter-TSS (uc007mwo.2)	promoter-TSS (NR_030694)	67	uc007mwo.2	1110002L01Rik	Mus musculus 18-day embryo whole body cDNA, RIKEN full-length enriched library, clone:1110002L01 product:unclassifiable, full insert sequence.	2.02	0	1.01	9.07	8.06	13.1	3.02	4.03	1792-Per1_n3R16	1	mle	1	25.5897435897	4.8105909738	16.9196214859	5.5433333333	0.6500536616	0.5722878086	0.8700533689	0.0088716937	0.0071028587	0.0663646613
1793	chr14	26001031	26001290	26001130	8	Intergenic	Intergenic	-38433	uc007sri.1	AK016284	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930572O13 product:unclassifiable, full insert sequence.	3.02	4.03	2.02	9.07	6.05	9.07	3.02	13.1	1793-Per1_n3R16	1	mle	1	26.972972973	2.202240525	15.8634918934	5.5433333333	0.4029150768	0.2702295383	0.5005958153	0.0982115291	0.019278416	0.1801254415
1794	chr10	117106761	117107020	117106905	15	intron (uc007hdi.2, intron 4 of 8)	MLT1H2|LTR|MaLR	40334	uc007hdi.2	Cpm	carboxypeptidase M precursor	3.02	2.02	0	17.13	10.08	1.01	0	5.04	1794-Per1_n3R16	0	burg	1	22.1777777778	6.4896728746	14.4250205802	5.5433333333	0.5501106433	0.4501352307	1.1044378576	0.0274774063	0.0111624442	0.1042948854
1795	chr7	73984351	73984740	73984460	10	promoter-TSS (uc009hhx.1)	promoter-TSS (NM_001033877)	-76	uc009hhx.1	Adamts17	ADAM metallopeptidase with thrombospondin type 1	2.02	3.02	1.01	12.09	5.04	10.08	0	5.04	1795-Per1_n3R16	0	burg	1	25.106918239	3.0221072006	15.3788057519	5.5433333333	0.3148335693	0.1625743625	0.747525888	0.182424156	0.0270282791	0.2525353064
1796	chr11	44331961	44332280	44332140	10	promoter-TSS (uc007inh.2)	promoter-TSS (NM_028862)	-346	uc007inh.2	Rnf145	RING finger protein 145 isoform 1	3.02	2.02	5.04	13.1	5.04	5.04	0	2.02	1796-Per1_n3R16	1	burg	1	22.8114285714	3.7575513528	13.1582245787	5.5433333333	0.5753813875	0.4810216958	0.6447530508	0.0211833978	0.010115735	0.0945150902
1797	chr11	55281641	55281840	55281740	10	Intergenic	Intergenic	-1514	uc007izl.1	G3bp1	ras GTPase-activating protein-binding protein 1	10.08	6.05	4.03	8.06	1.01	4.03	0	4.03	1797-Per1_n3R16	0	mle	1	26.091503268	1.7231136516	0.7764361527	5.5433333333	0.2033610823	0.0263302116	0.53261971	0.35948174	0.0433887316	0.4053971247
1798	chr19	23560811	23561020	23560915	10	Intergenic	MER5B|DNA|MER1_type	-38103	uc008hac.1	Mamdc2	MAM domain-containing protein 2 precursor	2.02	5.04	2.02	11.08	6.05	7.05	0	16.12	1798-Per1_n3R16	1	default	1	24	2.4570308242	14.1159610939	5.5433333333	0.3390714778	0.1921984729	0.5621446251	0.1551297968	0.0245906471	0.2297596005
1799	chr11	97575141	97575441	97575240	12	TTS (uc007lep.1)	TTS (NM_011971)	10543	uc007lep.1	Psmb3	proteasome subunit beta type-3	2.02	1.01	1.01	18.14	7.05	4.03	1.01	13.1	1799-Per1_n3R16	0	burg	1	22.8114285714	6.139459132	13.9603077116	5.5433333333	0.5299529198	0.4254980131	1.0842645805	0.0334684898	0.0119753514	0.1118901812
1800	chr3	151501401	151501740	151501555	12	Intergenic	Intergenic	-1078	uc008rsn.1	Ptgfr	prostaglandin F2-alpha receptor	3.02	0	2.02	15.12	7.05	6.05	1.01	12.09	1800-Per1_n3R16	0	burg	1	23.3450292398	5.0668656151	14.4001545523	5.5433333333	0.5585680351	0.4604720429	0.8829898181	0.0252282427	0.0107148117	0.1001124879
1801	chr8	10912511	10912930	10912695	10	Intergenic	Intergenic	-12162	uc009kuv.1	AK144055	Mus musculus adult male kidney cDNA, RIKEN full-length enriched library, clone:F530212E09 product:unclassifiable, full insert sequence.	3.02	4.03	1.01	14.11	5.04	6.05	1.01	11.08	1801-Per1_n3R16	1	yule-walker	1	22.6818181818	3.237639619	14.3267434468	5.5433333333	0.3061808	0.1519987556	0.7478182364	0.1930227116	0.0279596598	0.2612375442
1802	chr13	34056291	34056800	34056625	8	promoter-TSS (uc007qat.2)	promoter-TSS (NM_001163239)	17	uc007qat.2	Nqo2	ribosyldihydronicotinamide dehydrogenase	2.02	4.03	2.02	14.11	7.05	4.03	1.01	14.11	1802-Per1_n3R16	1	mle	1	22.9425287356	4.1911204386	13.5742508548	5.5433333333	0.514786782	0.4069616225	0.7548911636	0.0386097335	0.0125917795	0.1176496989
1803	chr14	122118921	122119260	122119070	11	Intergenic	intron (NM_134074, intron 1 of 52)	-21451	uc007vaj.1	Dock9	dedicator of cytokinesis protein 9 isoform 1	3.02	1.01	1.01	13.1	9.07	6.05	1.01	13.1	1803-Per1_n3R16	0	burg	1	23.3450292398	4.8644531363	15.0511595153	5.5433333333	0.6393343472	0.5591864244	0.7975185511	0.0101618208	0.0075531146	0.0705715707
1804	chr2	155720841	155721250	155720970	10	intron (uc012chf.1, intron 6 of 9)	MIRm|SINE|MIR	35001	uc012chf.1	Uqcc	ubiquinol-cytochrome c reductase complex	1.01	2.02	0	12.09	13.1	5.04	1.01	8.06	1804-Per1_n3R16	0	burg	1	23.4823529412	5.8587289102	15.0327200666	5.5433333333	0.6764697912	0.6045741893	0.942876241	0.0062318468	0.0062974719	0.0588396319
1805	chr19	4509961	4510211	4510055	9	promoter-TSS (uc008gaf.2)	promoter-TSS (NM_001162946)	-386	uc008gaf.2	Pcx	pyruvate carboxylase, mitochondrial isoform 1	2.02	1.01	4.03	13.1	6.05	7.05	1.01	6.05	1805-Per1_n3R16	0	burg	1	23.9041916168	4.0788523384	13.7162211648	5.5433333333	0.5768705061	0.4828417297	0.7173852887	0.0208511419	0.0100911786	0.0942856509
1806	chr12	73098311	73098710	73098545	8	Intergenic	RSINE1|SINE|B4	73468	uc007nvc.1	Gpr135	probable G-protein coupled receptor 135	2.02	4.03	3.02	13.1	5.04	6.05	1.01	9.07	1806-Per1_n3R16	0	burg	1	23.2093023256	3.229889613	13.2897559975	5.5433333333	0.4178749499	0.2885138277	0.6532780512	0.0876139574	0.0182210567	0.1702461384
1807	chr18	65557531	65557960	65557635	8	Intergenic	MTEa|LTR|MaLR	-4203	uc008feu.2	Alpk2	alpha-protein kinase 2	0	6.05	6.05	5.04	3.02	13.1	1.01	8.06	1807-Per1_n3R16	0	default	1	24	0.6242238782	20.557481074	5.5433333333	0.0138775404	-0.205260784	0.7176899148	0.9390502362	0.1006125253	0.9400604021
1808	chr17	47639161	47639520	47639340	9	promoter-TSS (uc008cvh.1)	promoter-TSS (NM_022015)	-104	uc008cvh.1	Taf8	transcription initiation factor TFIID subunit 8	1.01	2.02	2.02	11.08	10.08	7.05	1.01	5.04	1808-Per1_n3R16	1	yule-walker	1	23.3450292398	4.6249531353	15.0043327423	5.5433333333	0.7364293128	0.6778580489	0.7323495901	0.0024776331	0.0055369037	0.0517333589
1809	chr15	34202631	34202960	34202855	9	intron (uc007vlj.1, intron 3 of 6)	B2_Mm2|SINE|B2	-33641	uc007vlo.1	Matn2	matrilin-2	1.01	6.05	3.02	10.08	6.05	7.05	1.01	6.05	1809-Per1_n3R16	0	yule-walker	1	26.972972973	2.2335510451	12.1939667518	5.5433333333	0.3303039276	0.1814825782	0.5222332826	0.1646076003	0.0254975381	0.2382330215
1810	chr2	164249101	164249380	164249225	7	TTS (uc008nuq.1)	TTS (NM_011521)	-19126	uc008num.2	Matn4	matrilin-4 precursor	4.03	3.02	5.04	5.04	6.05	10.08	1.01	10.08	1810-Per1_n3R16	1	mle	1	26.091503268	1.9921504777	18.2078289149	5.5433333333	0.4919408477	0.3790388139	0.4033940134	0.0474913217	0.0137503943	0.1284750698
1811	chr6	138066141	138066450	138066250	14	Intergenic	Intergenic	-22763	uc009enk.1	Mgst1	microsomal glutathione S-transferase 1	0	2.02	1.01	16.12	8.06	6.05	2.02	11.08	1811-Per1_n3R16	1	mle	1	23.4823529412	5.7051902634	13.937255434	5.5433333333	0.5750021025	0.4805581253	0.9939571227	0.021268679	0.0101232666	0.0945854606
1812	chr3	97909551	97909830	97909665	14	intron (uc008qpo.1, intron 11 of 33)	intron (NM_010928, intron 11 of 33)	-55045	uc008qpp.1	Adam30	disintegrin and metalloproteinase	1.01	0	0	15.12	8.06	9.07	2.02	6.05	1812-Per1_n3R16	1	burg	1	23.0751445087	5.7681801879	15.300008125	5.5433333333	0.5626233802	0.4654285759	1.0217847625	0.024201932	0.0106189975	0.0992172598
1813	chr14	49791041	49791390	49791155	11	promoter-TSS (uc007tkb.1)	promoter-TSS (NM_001081430)	-687	uc007tkb.1	Naa30	N-alpha-acetyltransferase 30, NatC catalytic	3.02	3.02	2.02	15.12	5.04	5.04	2.02	9.07	1813-Per1_n3R16	1	mle	1	22.1777777778	3.9579548387	14.0068245149	5.5433333333	0.4030101882	0.2703457856	0.7978612425	0.0981411489	0.019278416	0.1801254415
1814	chr19	17572951	17573251	17573125	10	intron (uc008gxp.2, intron 24 of 37)	(TC)n|Simple_repeat|Simple_repeat	104568	uc008gxo.2	Rfk	riboflavin kinase	4.03	2.02	1.01	15.12	7.05	4.03	2.02	18.14	1814-Per1_n3R16	0	burg	1	22.4269662921	4.6128802866	14.5751351619	5.5433333333	0.4769415519	0.3607063412	0.8446219787	0.0541347324	0.0146502677	0.1368829232
1815	chr7	19601451	19601680	19601565	14	intron (uc009fke.1, intron 1 of 1)	intron (NM_008260, intron 1 of 1)	7323	uc009fke.1	Foxa3	hepatocyte nuclear factor 3-gamma	3.02	4.03	2.02	14.11	5.04	5.04	2.02	16.12	1815-Per1_n3R16	0	burg	1	22.9425287356	3.3730057743	13.5551720868	5.5433333333	0.3656870721	0.2247286437	0.7176899148	0.1289335774	0.0221945805	0.2073722556
1816	chr7	28037001	28037261	28037105	11	intron (uc009fvo.1, intron 1 of 1)	ZP3AR|Satellite|Satellite	5820	uc009fvo.1	AK042797	Mus musculus 7 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:A730025I02 product:unclassifiable, full insert sequence.	5.04	3.02	1.01	15.12	3.02	6.05	3.02	7.05	1816-Per1_n3R16	0	burg	1	22.6818181818	2.8865629219	14.3955342119	5.5433333333	0.194901085	0.015990215	0.825067187	0.3769828436	0.0449886068	0.4203453562
1817	chr15	101847401	101847680	101847565	8	Intergenic	Intergenic	-11107	uc007xuj.2	Krt18	keratin, type I cytoskeletal 18	3.02	2.02	1.01	10.08	10.08	7.05	2.02	7.05	1817-Per1_n3R16	0	burg	1	23.7619047619	4.1783424187	15.7969168312	5.5433333333	0.7109401969	0.6467046851	0.6700027189	0.0037535712	0.005748204	0.0537076169
1818	chr1	64841861	64842320	64842030	7	intron (uc007bha.1, intron 7 of 7)	intron (NM_001039493, intron 7 of 7)	-57766	uc007bgy.1	Fzd5	frizzled-5 precursor	7.05	2.02	1.01	10.08	7.05	6.05	2.02	9.07	1818-Per1_n3R16	0	burg	1	22.1777777778	3.1645373059	17.0156663677	5.5433333333	0.4868507717	0.3728176098	0.5625333242	0.0496702746	0.0141266686	0.131990741
1819	chr9	121627941	121628221	121628085	10	promoter-TSS (uc009sdr.1)	promoter-TSS (NM_010918)	-218	uc009sdr.1	Nktr	NK-tumor recognition protein	2.02	4.03	0	13.1	9.07	5.04	3.02	4.03	1819-Per1_n3R16	0	burg	1	23.6213017751	4.2089845017	14.5150129633	5.5433333333	0.4828193213	0.3678902816	0.7905505194	0.0514505845	0.0143219425	0.1338152579
1820	chr9	50468631	50469040	50468785	9	promoter-TSS (uc009pka.2)	promoter-TSS (NM_145614)	-950	uc009pka.2	Dlat	dihydrolipoyllysine-residue acetyltransferase	2.02	2.02	3.02	11.08	2.02	13.1	3.02	12.09	1820-Per1_n3R16	0	mle	1	26.7919463087	2.563174929	16.074877809	5.5433333333	0.1835961123	0.0021730261	0.8441042377	0.4013957674	0.047290062	0.4418487121
1821	chr9	68673711	68674010	68673885	9	intron (uc009qmx.1, intron 1 of 10)	intron (NM_013646, intron 1 of 10)	60707	uc009qmy.2	9530091C08Rik	Mus musculus 10 days neonate skin cDNA, RIKEN full-length enriched library, clone:4732444G10 product:unclassifiable, full insert sequence.	4.03	5.04	1.01	13.1	5.04	5.04	3.02	13.1	1821-Per1_n3R16	0	burg	1	22.8114285714	2.5494226305	14.1603965539	5.5433333333	0.2389842075	0.069869587	0.6616104339	0.2925981067	0.0372669711	0.3481992303
1822	chr6	21951381	21951621	21951515	10	intron (uc009bav.1, intron 1 of 21)	intron (NM_001081351, intron 1 of 21)	15591	uc009bav.1	A430107O13Rik	hypothetical protein LOC214642	6.05	2.02	3.02	12.09	4.03	6.05	3.02	9.07	1822-Per1_n3R16	0	burg	1	22.5536723164	2.3767972974	14.9413158736	5.5433333333	0.2534387656	0.0875362691	0.5912117439	0.2684073834	0.0349730186	0.3267659746
1823	chr19	40444831	40445131	40444950	12	intron (uc008hkr.1, intron 8 of 26)	intron (NM_009166, intron 8 of 23)	-98875	uc008hkk.2	Pdlim1	PDZ and LIM domain protein 1	1.01	2.02	2.02	16.12	5.04	7.05	4.03	19.15	1823-Per1_n3R16	0	burg	1	23.4823529412	4.681430365	13.6417965325	5.5433333333	0.435988651	0.3106527957	0.9308902056	0.0759967978	0.0169861955	0.1587083689
1824	chr7	144811131	144811480	144811315	10	Intergenic	Intergenic	181974	uc009kew.1	Glrx3	glutaredoxin-3	3.02	3.02	2.02	15.12	4.03	6.05	4.03	20.15	1824-Per1_n3R16	1	mle	1	22.6818181818	3.5840515949	13.8194859415	5.5433333333	0.3276767129	0.178271538	0.804765977	0.1675335122	0.0257584715	0.2406710195
1825	chr3	94736711	94737070	94736845	7	promoter-TSS (uc008qhf.1)	promoter-TSS (NM_009150)	-115	uc008qhf.1	Selenbp1	selenium-binding protein 1	4.03	1.01	3.02	10.08	10.08	5.04	3.02	10.08	1825-Per1_n3R16	0	burg	1	21.9340659341	4.2736871381	15.622899139	5.5433333333	0.777317609	0.7278326332	0.6189152387	0.0011603431	0.0052687873	0.0492282477
1826	chr2	143899931	143900210	143900040	8	TTS (uc008mqo.1)	TTS (NM_207275)	-5528	uc008mqp.1	AK085768	Mus musculus 16 days neonate heart cDNA, RIKEN full-length enriched library, clone:D830006B11 product:unclassifiable, full insert sequence.	9.07	5.04	3.02	6.05	2.02	8.06	3.02	21.16	1826-Per1_n3R16	0	yule-walker	1	24.7950310559	2.4517423858	22.8473977926	5.5433333333	0.4613326305	0.3416287706	0.4543598458	0.0617935303	0.0155156536	0.1449685464
1827	chr6	53997281	53997650	53997445	7	intron (uc009bzo.2, intron 1 of 12)	intron (NM_001163640, intron 1 of 12)	7539	uc009bzo.2	Chn2	beta-chimaerin isoform 2	5.04	5.04	1.01	7.05	9.07	6.05	3.02	15.12	1827-Per1_n3R16	0	burg	1	23.2093023256	2.4615657493	17.5509647526	5.5433333333	0.5167400179	0.4093489108	0.4420148797	0.0379152349	0.0125127813	0.116911589
1828	chr7	106310091	106310340	106310225	7	intron (uc009ile.1, intron 4 of 7)	intron (NM_026384, intron 4 of 7)	-20561	uc009ikz.2	Uvrag	UV radiation resistance associated	8.06	3.02	1.01	9.07	6.05	6.05	3.02	8.06	1828-Per1_n3R16	0	burg	1	21.8142076503	2.5248763291	17.9918287069	5.5433333333	0.3901432956	0.2546195835	0.5005958153	0.1080252081	0.0203774824	0.1903944292
1829	chr8	87269501	87269800	87269690	7	intron (uc009mne.1, intron 2 of 9)	intron (NM_010906, intron 2 of 8)	22744	uc009mng.1	AK168184	Mus musculus NOD-derived CD11c +ve dendritic cells cDNA, RIKEN full-length enriched library, clone:F630221H03 product:hypothetical protein, full insert sequence.	6.05	3.02	2.02	9.07	6.05	7.05	3.02	12.09	1829-Per1_n3R16	1	yule-walker	1	22.1777777778	2.296361548	17.230397993	5.5433333333	0.4525341827	0.3308751122	0.4294426618	0.0664670701	0.015933525	0.1488728751
1830	chr11	53244421	53244621	53244515	7	promoter-TSS (uc007ivy.2)	promoter-TSS (NM_025352)	-188	uc007ivy.2	Uqcrq	cytochrome b-c1 complex subunit 8	5.04	1.01	1.01	9.07	9.07	8.06	3.02	8.06	1830-Per1_n3R16	0	burg	1	23.3450292398	4.0815633886	16.9411944775	5.5433333333	0.7490011781	0.6932236621	0.6273556132	0.0019884862	0.0054010607	0.0504641269
1831	chr14	70451471	70451920	70451620	10	intron (uc007una.1, intron 6 of 6)	intron (NM_028560, intron 6 of 6)	-25557	uc007unb.1	Egr3	early growth response protein 3	4.03	3.02	1.01	15.12	5.04	5.04	5.04	10.08	1831-Per1_n3R16	0	burg	1	22.6818181818	3.6972411616	14.265346681	5.5433333333	0.3345232303	0.1866395037	0.8115444731	0.1599919196	0.0250474618	0.2340277906
1832	chr18	38367771	38368021	38367910	9	intron (uc008eru.1, intron 1 of 2)	intron (NM_029357, intron 1 of 2)	1520	uc008eru.1	Pcdh1	protocadherin-1	9.07	1.01	2.02	11.08	2.02	8.06	4.03	9.07	1832-Per1_n3R16	1	yule-walker	1	22.5536723164	2.0614520829	18.1199204084	5.5433333333	0.1294643945	-0.0639879623	0.7170805331	0.5358452983	0.0599799862	0.5604154132
1833	chr8	58757011	58757250	58757080	9	Intergenic	RMER1B|Other|Other	-16219	uc009lso.1	Hpgd	15-hydroxyprostaglandin dehydrogenase [NAD+]	1.01	3.02	1.01	10.08	8.06	10.08	4.03	8.06	1833-Per1_n3R16	1	mle	1	26.972972973	3.5847183756	15.256956828	5.5433333333	0.5442677417	0.4429939065	0.7176899148	0.0291201741	0.0114639104	0.107111597
1834	chr8	23591711	23592090	23591825	7	exon (uc009ldg.1, exon 1 of 2)	intron (NM_011394, intron 1 of 10)	1137	uc009ldg.1	BC035532	Mus musculus, clone IMAGE:5367487, mRNA.	2.02	2.02	3.02	12.09	6.05	8.06	5.04	17.13	1834-Per1_n3R16	1	yule-walker	1	23.7619047619	3.4781645055	14.4323315693	5.5433333333	0.5041559636	0.3939683999	0.6613628099	0.0425650281	0.0131579044	0.1229392152
1835	chr9	110780431	110780750	110780615	7	intron (uc009rvb.1, intron 1 of 5)	intron (NM_146260, intron 1 of 5)	1997	uc009rvb.1	Tmie	transmembrane inner ear expressed protein	5.04	2.02	0	12.09	6.05	8.06	5.04	6.05	1835-Per1_n3R16	0	burg	1	23.9041916168	3.3427456614	16.3517610262	5.5433333333	0.3815001675	0.2440557603	0.7096308455	0.1150874953	0.020958098	0.1958193369
1836	chr5	125055251	125055560	125055405	12	intron (uc008zqh.2, intron 5 of 17)	intron (NM_026486, intron 5 of 17)	6647	uc008zqh.2	Tctn2	tectonic-2 precursor	1.01	3.02	1.01	14.11	8.06	6.05	6.05	5.04	1836-Per1_n3R16	1	mle	1	22.9425287356	4.6876665268	14.4349066629	5.5433333333	0.5451431916	0.4440639008	0.8314173776	0.028869293	0.0114212767	0.1067132543
1837	chr6	113256301	113256601	113256415	8	promoter-TSS (uc009dfd.1)	promoter-TSS (NM_030178)	-740	uc009dfd.1	Brpf1	peregrin	6.05	1.01	0	9.07	8.06	9.07	4.03	19.15	1837-Per1_n3R16	0	burg	1	23.4823529412	4.1924287853	17.6988490699	5.5433333333	0.6855987014	0.6157317462	0.6699209519	0.0054787249	0.0060766258	0.0567761843
