ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Per2_CT0/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT4/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT8/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT12/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT16/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT20/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_KO/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per_Input/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
2703	chr15	98558381	98558790	98558550	7	promoter-TSS (uc007xnm.1)	promoter-TSS (NM_024169)	44	uc007xnm.1	Fkbp11	peptidyl-prolyl cis-trans isomerase FKBP11	6.05	3.02	4.03	10.08	12.09	6.05	3.02	5.04	2703-Per2_n3R16	0	burg	1	22.3016759777	3.9310945475	15.9534182829	6.8866666667	0.7420723701	0.684755119	0.4659640228	0.0022477107	3.98126172941E-005	0.0071895617
2704	chr2	167911481	167911760	167911615	16	intron (uc008oao.2, intron 1 of 2)	intron (NM_021409, intron 1 of 2)	5116	uc008oao.2	Pard6b	partitioning defective 6 homolog beta	3.02	1.01	1.01	7.05	18.14	11.08	1.01	6.05	2704-Per2_n3R16	1	burg	1	23.6213017751	6.9937639861	17.0445235068	6.885	0.7403972218	0.6827077156	0.8958692124	0.0023141527	4.03782766352E-005	0.0072917113
2705	chr3	34381321	34381580	34381445	12	Intergenic	Intergenic	-77853	uc012cor.1	Sox2ot	Mus musculus adult male medulla oblongata cDNA, RIKEN full-length enriched library, clone:6330410A21 product:similar to 5730493B19RIK PROTEIN [Mus musculus], full insert sequence.	3.02	3.02	3.02	14.11	12.09	6.05	1.01	9.07	2705-Per2_n3R16	0	burg	1	23.2093023256	5.3237377764	14.5778952267	6.885	0.7216878942	0.6598407596	0.6624233606	0.003165151	4.71474252701E-005	0.0085141181
2706	chr3	129235201	129235490	129235280	11	promoter-TSS (uc008rid.1)	promoter-TSS (NM_130450)	41	uc008rid.1	Elovl6	elongation of very long chain fatty acids	1.01	1.01	4.03	12.09	12.09	11.08	1.01	4.03	2706-Per2_n3R16	0	default	1	24	5.5563362932	15.1942827631	6.885	0.7744375466	0.7243125569	0.7237050501	0.001229421	3.23314456218E-005	0.0058385743
2707	chr5	93000381	93000610	93000495	11	promoter-TSS (uc008ydn.2)	promoter-TSS (NM_001033478)	-68	uc008ydn.2	Fam47e	hypothetical protein LOC384198 isoform 1	4.03	3.02	1.01	10.08	12.09	11.08	5.04	10.08	2707-Per2_n3R16	0	burg	1	23.7619047619	4.8821501299	16.9640923349	6.885	0.7477072195	0.6916421572	0.6289301077	0.0020350342	3.84798132829E-005	0.0069488773
2708	chr5	149767731	149767990	149767860	11	intron (uc009aox.1, intron 2 of 3)	Intergenic	3926	uc009aox.1	AK079377	Mus musculus 16 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:9630050A10 product:unclassifiable, full insert sequence.	7.05	4.03	3.02	5.04	9.07	13.1	2.02	15.12	2708-Per2_n3R16	0	mle	1	24.95	4.2666506973	19.6751721484	6.885	0.8622895607	0.8316872408	0.4958200564	0.0001334599	2.9775126187E-005	0.0053769413
2709	chr9	106270051	106270360	106270160	11	promoter-TSS (uc009rjm.2)	promoter-TSS (NM_153459)	-758	uc009rjm.2	Dusp7	dual specificity protein phosphatase 7	8.06	0	3.02	10.08	7.05	13.1	2.02	1.01	2709-Per2_n3R16	1	mle	1	23.9041916168	4.3059732102	18.1822908273	6.885	0.540984817	0.438981443	0.6291553582	0.0300761145	0.0002280283	0.0411784846
2710	chr16	34972581	34972880	34972720	11	intron (uc007zbd.1, intron 25 of 31)	intron (NM_139300, intron 25 of 31)	-13766	uc007zbg.1	AK044449	Mus musculus adult retina cDNA, RIKEN full-length enriched library, clone:A930013N07 product:unclassifiable, full insert sequence.	3.02	3.02	5.04	13.1	5.04	12.09	5.04	14.11	2710-Per2_n3R16	0	burg	1	27.3424657534	2.8274834527	14.0839869749	6.885	0.2903644004	0.1326676005	0.6000345255	0.2136285408	0.0012603909	0.2276076929
2711	chr4	129012741	129012970	129012855	10	promoter-TSS (uc008uwu.1)	promoter-TSS (NM_009030)	-241	uc008uwt.1	Rbbp4	histone-binding protein RBBP4	7.05	2.02	4.03	9.07	8.06	11.08	2.02	3.02	2711-Per2_n3R16	1	mle	1	23.4823529412	3.2822678691	17.7880426011	6.885	0.6481095043	0.5699116163	0.4421353989	0.0090956537	9.1299198825E-005	0.0164872663
2712	chr8	3467611	3467960	3467815	10	promoter-TSS (uc009krm.1)	promoter-TSS (NM_026951)	-137	uc009krm.1	Pex11c	peroxisomal membrane protein 11C	7.05	5.04	3.02	4.03	12.09	10.08	1.01	6.05	2712-Per2_n3R16	0	burg	1	23.3450292398	3.8418959989	19.3125876064	6.885	0.7534667872	0.6986816288	0.4736970733	0.0018341695	3.70944968933E-005	0.0066987099
2713	chr9	45010121	45010481	45010235	10	intron (uc009pfm.1, intron 1 of 4)	intron (NM_001198971, intron 1 of 4)	1857	uc009pfi.1	Tmprss4	transmembrane protease serine 4	3.02	4.03	2.02	8.06	17.13	7.05	6.05	8.06	2713-Per2_n3R16	0	burg	1	23.7619047619	5.1844001789	16.0716548496	6.885	0.5767464975	0.4826901636	0.7337430107	0.0208786552	0.000169202	0.0305553394
2714	chr11	78363641	78363880	78363765	10	intron (uc007kjv.1, intron 1 of 2)	intron (NM_133706, intron 1 of 2)	477	uc007kjv.1	Tmem97	transmembrane protein 97	8.06	2.02	7.05	4.03	9.07	11.08	0	4.03	2714-Per2_n3R16	0	burg	1	24.6419753086	3.0231724188	19.3843691895	6.885	0.5255305819	0.4200929334	0.4421353989	0.0349089683	0.000257515	0.0465033508
2715	chr12	72965141	72965500	72965300	10	intron (uc007nuy.1, intron 1 of 25)	intron (NM_026102, intron 1 of 25)	33255	uc007nuy.1	Daam1	disheveled-associated activator of morphogenesis	7.05	4.03	1.01	8.06	13.1	8.06	3.02	22.17	2715-Per2_n3R16	0	burg	1	22.5536723164	4.4498322489	17.7872587621	6.885	0.7187140828	0.6562061012	0.5437136902	0.0033202131	4.83487642212E-005	0.0087310619
2716	chr15	76545631	76546020	76545825	10	TTS (uc007wmc.1)	TTS (NM_145471)	4655	uc007wmc.1	Lrrc14	leucine-rich repeat-containing protein 14	4.03	1.01	4.03	7.05	13.1	12.09	4.03	6.05	2716-Per2_n3R16	0	burg	1	24.1939393939	4.9648948573	17.1016031671	6.885	0.7895434211	0.7427752924	0.6401784754	0.0008999767	3.06104140709E-005	0.0055277818
2717	chr1	90182291	90182700	90182445	9	Intergenic	Intergenic	-8341	uc007bym.2	Hjurp	Holliday junction recognition protein	5.04	4.03	8.06	8.06	11.08	5.04	5.04	29.22	2717-Per2_n3R16	0	burg	1	22.9425287356	2.7382387819	13.8682019424	6.885	0.656629948	0.580325492	0.3523876125	0.008145746	8.49732318455E-005	0.0153448916
2718	chr2	58845091	58845341	58845295	9	intron (uc008jsx.1, intron 8 of 14)	intron (NM_001001178, intron 8 of 14)	153468	uc008jsx.1	Ccdc148	coiled-coil domain-containing protein 148	7.05	8.06	4.03	5.04	5.04	12.09	2.02	16.12	2718-Per2_n3R16	1	burg	1	23.6213017751	2.8890157593	22.3842577067	6.885	0.600825064	0.5121195226	0.3908949365	0.0160411201	0.0001375123	0.0248326617
2719	chr5	125766591	125766851	125766730	9	intron (uc008zrd.1, intron 9 of 12)	intron (NM_001205083, intron 9 of 10)	54723	uc008zrd.1	Scarb1	scavenger receptor class B member 1	4.03	4.03	9.07	4.03	9.07	11.08	2.02	11.08	2719-Per2_n3R16	0	mle	1	26.972972973	1.7649890719	16.7189746799	6.885	0.2264334478	0.0545297695	0.4259350577	0.3149485221	0.001811181	0.3270721376
2720	chr6	54550761	54551021	54550870	9	intron (uc009cab.2, intron 1 of 13)	intron (NM_001164361, intron 1 of 13)	5786	uc009cab.2	Plekha8	pleckstrin homology domain-containing family A	7.05	3.02	4.03	9.07	8.06	10.08	4.03	11.08	2720-Per2_n3R16	0	burg	1	24.1939393939	2.7721681532	17.6359466112	6.885	0.660533279	0.5850962299	0.3725678942	0.0077372642	8.25636904332E-005	0.0149097645
2721	chr10	10299791	10300070	10299865	9	Intergenic	Intergenic	-21925	uc007ejg.1	Rab32	ras-related protein Rab-32	6.05	4.03	5.04	8.06	7.05	11.08	5.04	15.12	2721-Per2_n3R16	0	mle	1	25.2658227848	2.1927742131	18.0546419422	6.885	0.5573554177	0.4589899549	0.3315141466	0.0255416053	0.0001991828	0.0359694316
2722	chr12	81236301	81236570	81236385	9	Intergenic	Intergenic	-2604	uc007oan.2	2310015A10Rik	Mus musculus adult male tongue cDNA, RIKEN full-length enriched library, clone:2310015A10 product:unclassifiable, full insert sequence.	4.03	5.04	3.02	5.04	11.08	13.1	4.03	17.13	2722-Per2_n3R16	1	burg	1	25.4267515924	3.9838661971	18.5686330188	6.885	0.6726759635	0.5999372887	0.5502706496	0.006567507	0.000074181	0.0133959745
2723	chr2	164248311	164248831	164248540	8	Intergenic	Intergenic	-18457	uc008num.2	Matn4	matrilin-4 precursor	3.02	6.05	4.03	7.05	16.12	5.04	6.05	19.15	2723-Per2_n3R16	0	burg	1	24.3414634146	3.6423983624	14.9372992401	6.885	0.3812893602	0.243798107	0.6289301077	0.1152641177	0.0007184679	0.1297445345
2724	chr2	172949611	172949921	172949725	8	intron (uc008odk.1, intron 1 of 3)	Intergenic	-4740	uc008odi.1	Ctcfl	transcriptional repressor CTCFL	7.05	1.01	7.05	6.05	12.09	8.06	2.02	8.06	2724-Per2_n3R16	0	burg	1	23.7619047619	3.2619226963	16.7294242876	6.885	0.5360344084	0.4329309436	0.473397859	0.0315635601	0.000237284	0.042849924
2725	chr5	96638961	96639240	96639075	8	promoter-TSS (uc008yfi.1)	promoter-TSS (NM_001039084)	-34	uc008yfi.1	Mrpl1	39S ribosomal protein L1, mitochondrial isoform	3.02	8.06	8.06	2.02	9.07	11.08	3.02	7.05	2725-Per2_n3R16	0	mle	1	27.9160839161	1.3011731457	18.8588032226	6.885	0.0826810949	-0.1211675507	0.473397859	0.6781746441	0.0037804917	0.6827001184
2726	chr9	70787511	70787890	70787740	8	Intergenic	Intergenic	-5085	uc009qos.1	Lipc	hepatic triacylglycerol lipase precursor	2.02	4.03	8.06	11.08	3.02	13.1	3.02	18.14	2726-Per2_n3R16	0	mle	1	27.5310344828	2.0029177086	13.0074353889	6.885	0.1352293393	-0.0569419186	0.6057485108	0.5200609685	0.0029213646	0.5275546424
2727	chr10	8593471	8593790	8593635	8	intron (uc007eiu.1, intron 1 of 19)	L2|LINE|L2	12238	uc007eiu.1	Sash1	SAM and SH3 domain-containing protein 1	5.04	3.02	8.06	7.05	10.08	8.06	3.02	27.21	2727-Per2_n3R16	1	burg	1	24.1939393939	2.2615693199	14.9501465203	6.885	0.5733190287	0.4785010351	0.3319412806	0.0216503408	0.0001741114	0.0314419095
2728	chr19	32255841	32256160	32255985	8	intron (uc008hfc.2, intron 1 of 5)	intron (NM_144792, intron 5 of 9)	29503	uc008hfc.2	Sgms1	phosphatidylcholine:ceramide	4.03	7.05	8.06	4.03	8.06	10.08	1.01	20.15	2728-Per2_n3R16	0	default	1	24	0.640201056	20.3748234809	6.885	0.0467392244	-0.1650965035	0.3209545183	0.8062184905	0.0044778087	0.8086251128
2729	chrX	7455081	7455470	7455280	8	promoter-TSS (uc009smz.1)	promoter-TSS (NM_138606)	-157	uc009smz.1	Pim2	serine/threonine-protein kinase pim-2	3.02	4.03	2.02	12.09	9.07	11.08	2.02	1.01	2729-Per2_n3R16	1	mle	1	24.1939393939	3.7714115475	15.9499824927	6.885	0.530444141	0.4260983946	0.5816437367	0.0333113848	0.0002487333	0.0449175039
2730	chr5	24603781	24604260	24603975	7	intron (uc008wsm.2, intron 1 of 15)	intron (NM_145401, intron 1 of 15)	2440	uc008wsm.2	Prkag2	5'-AMP-activated protein kinase subunit gamma-2	8.06	3.02	1.01	9.07	9.07	11.08	1.01	9.07	2730-Per2_n3R16	0	burg	1	23.3450292398	4.2400252139	18.5650565003	6.885	0.7417646214	0.6843789817	0.5236181489	0.0022598043	0.000039955	0.00721528
2731	chr5	124475821	124476190	124476080	7	intron (uc008zot.1, intron 1 of 3)	intron (NM_177876, intron 1 of 3)	6264	uc008zot.1	Vps37b	vacuolar protein sorting-associated protein 37B	4.03	2.02	4.03	12.09	12.09	7.05	2.02	7.05	2731-Per2_n3R16	0	mle	1	23.4823529412	4.7916024671	14.995367382	6.885	0.8002914715	0.7559117985	0.5754443721	0.0007108611	0.000029855	0.0053913604
2732	chr5	138612281	138612680	138612455	7	promoter-TSS (uc009aev.2)	promoter-TSS (NM_021392)	610	uc009aeu.1	Mcm7	DNA replication licensing factor MCM7	3.02	1.01	7.05	4.03	12.09	14.11	5.04	5.04	2732-Per2_n3R16	0	burg	1	27.3424657534	4.3175240389	16.9393789083	6.885	0.5360064539	0.432896777	0.6938433153	0.0315721189	0.0002373047	0.0428536729
2733	chr8	23165291	23165620	23165395	7	intron (uc009lck.1, intron 1 of 20)	MTD|LTR|MaLR	5091	uc009lck.1	Atp7b	copper-transporting ATPase 2	5.04	8.06	2.02	3.02	12.09	11.08	2.02	12.09	2733-Per2_n3R16	1	default	1	24	3.7260253764	19.9426942564	6.885	0.5108610479	0.402163503	0.5564958351	0.0400354874	0.0002890296	0.0521944132
2734	chr8	122141541	122141850	122141735	7	TTS (uc009nqa.2)	TTS (NM_029428)	5048	uc009nqa.2	Adad2	adenosine deaminase domain-containing protein 2	9.07	2.02	3.02	4.03	12.09	11.08	3.02	11.08	2734-Per2_n3R16	0	mle	1	23.3450292398	5.0158380698	19.2601843513	6.885	0.8380202276	0.8020247226	0.5816437367	0.0002770598	2.9775126187E-005	0.0053769413
2735	chr10	75298991	75299390	75299175	7	Intergenic	Intergenic	-1543	uc007frh.1	AB251164	AB251164	5.04	7.05	4.03	5.04	8.06	12.09	5.04	22.17	2735-Per2_n3R16	0	burg	1	25.4267515924	2.6726691672	19.9988645483	6.885	0.5398047323	0.4375391173	0.3908949365	0.0304256362	0.0002301241	0.0415569665
2736	chr19	42764321	42764670	42764435	7	Intergenic	Intergenic	62770	uc008hnu.1	Pyroxd2	pyridine nucleotide-disulfide oxidoreductase	4.03	3.02	6.05	8.06	11.08	9.07	3.02	10.08	2736-Per2_n3R16	0	burg	1	24.1939393939	3.1430363215	15.5912923686	6.885	0.7810702807	0.732419232	0.4088340413	0.0010749079	3.15041340441E-005	0.0056891742
2737	chr7	108215181	108215610	108215335	18	Intergenic	Intergenic	-41894	uc009ioc.2	Fchsd2	FCH and double SH3 domains protein 2 isoform 1	3.02	0	4.03	9.07	20.15	5.04	5.04	8.06	2737-Per2_n3R16	0	burg	1	23.2093023256	7.2473572587	15.4987574591	6.885	0.6470184162	0.5685780643	0.9461849271	0.0092232549	9.20159188995E-005	0.0166166952
2738	chr9	30693861	30694150	30694035	16	Intergenic	Intergenic	36032	uc009oqz.1	Adamts15	A disintegrin and metalloproteinase with	4.03	4.03	3.02	7.05	18.14	5.04	3.02	7.05	2738-Per2_n3R16	0	burg	1	23.6213017751	4.9375097666	15.9041652766	6.885	0.4717068527	0.3543083756	0.7531825889	0.0566157673	0.000386893	0.0698670705
2739	chr2	32559861	32560150	32559975	15	Intergenic	Intergenic	8299	uc008jgo.2	Cdk9	cell division protein kinase 9	2.02	3.02	4.03	1.01	20.15	11.08	6.05	7.05	2739-Per2_n3R16	1	default	1	24	5.8859936804	17.5523040956	6.885	0.4256955897	0.2980723874	0.9830001086	0.0824403224	0.0005344602	0.0965154993
2740	chr7	52273171	52273420	52273295	12	promoter-TSS (uc009gss.1)	promoter-TSS (NM_009101)	-82	uc009gss.1	Rras	ras-related protein R-Ras precursor	3.02	2.02	7.05	8.06	14.11	7.05	4.03	14.11	2740-Per2_n3R16	1	default	1	24	4.3192042939	14.6876628885	6.885	0.6934283415	0.6253013063	0.5694887363	0.0048909589	6.12246813468E-005	0.0110562594
2741	chr8	123067001	123067270	123067155	12	intron (uc009nqz.2, intron 1 of 15)	intron (NM_001145896, intron 1 of 15)	45840	uc009nrd.1	Gins2	DNA replication complex GINS protein PSF2	8.06	2.02	3.02	8.06	13.1	7.05	1.01	4.03	2741-Per2_n3R16	0	burg	1	22.0552486188	4.4570816664	17.3779698571	6.885	0.7257467385	0.6648015693	0.5304235825	0.0029626688	4.55912751306E-005	0.0082331007
2742	chr12	8461091	8461530	8461415	11	Intergenic	Intergenic	-44203	uc007mzq.1	AK192194	Mus musculus cDNA, clone:Y0G0119G09, strand:unspecified.	4.03	1.01	4.03	12.09	13.1	7.05	4.03	13.1	2742-Per2_n3R16	0	mle	1	22.9425287356	5.4731784818	15.317307905	6.885	0.8236781434	0.7844955086	0.6401784754	0.0004058613	2.9775126187E-005	0.0053769413
2743	chr10	89015731	89016140	89015930	10	Intergenic	MERVL_2A-int|LTR|ERVL	-46532	uc007gsg.2	Nr1h4	bile acid receptor isoform 1	9.07	3.02	0	5.04	13.1	11.08	0	9.07	2743-Per2_n3R16	0	burg	1	22.4269662921	5.8850106021	19.2165732895	6.885	0.8657873632	0.8359623328	0.6675503826	0.0001188695	2.9775126187E-005	0.0053769413
2744	chr14	26324801	26325070	26324910	10	intron (uc007srn.1, intron 2 of 23)	intron (NM_183208, intron 2 of 23)	-28990	uc011zhn.1	Mir3075	Mus musculus microRNA 3075 (Mir3075), microRNA.	2.02	0	6.05	11.08	11.08	11.08	1.01	4.03	2744-Per2_n3R16	1	yule-walker	1	24.0481927711	5.0059653671	15.0902902896	6.885	0.7523385523	0.697302675	0.6617813502	0.0018722457	3.71994410251E-005	0.0067176613
2745	chr8	37520421	37520720	37520605	9	Intergenic	Intergenic	-31528	uc009llo.1	6430573F11Rik	hypothetical protein LOC319582	8.06	4.03	5.04	2.02	11.08	11.08	0	11.08	2745-Per2_n3R16	0	mle	1	24.3414634146	3.9805270634	20.0963271767	6.885	0.692807687	0.6245427285	0.5024380265	0.0049356749	6.16524554259E-005	0.011133509
2746	chr8	124818251	124818550	124818405	9	intron (uc009nsj.1, intron 1 of 9)	intron (NM_009569, intron 1 of 9)	12359	uc009nsj.1	Zfpm1	zinc finger protein ZFPM1	7.05	1.01	3.02	13.1	12.09	5.04	4.03	10.08	2746-Per2_n3R16	0	burg	1	21.9340659341	5.2896856494	15.7855894412	6.885	0.6745525383	0.6022308801	0.6457566812	0.0063997646	7.2832105056E-005	0.0131523861
2747	chr13	101314371	101314680	101314575	9	intron (uc007rqy.1, intron 1 of 8)	L2a|LINE|L2	7928	uc007rqy.1	Ocln	occludin	8.06	4.03	4.03	8.06	11.08	6.05	2.02	16.12	2747-Per2_n3R16	0	burg	1	21.9340659341	2.8950379303	17.2169400741	6.885	0.633746901	0.5523573235	0.3624227372	0.0108896993	0.0001033036	0.0186550769
2748	chr19	6996791	6997260	6996870	9	promoter-TSS (uc008gjg.1)	promoter-TSS (NM_007953)	-727	uc008gjg.1	Esrra	steroid hormone receptor ERR1	2.02	0	3.02	12.09	13.1	11.08	1.01	8.06	2748-Per2_n3R16	1	burg	1	24.3414634146	6.0425334673	15.5407039637	6.885	0.8032318344	0.7595055754	0.7715821832	0.0006649619	2.9775126187E-005	0.0053769413
2749	chr3	145912851	145913320	145913050	8	intron (uc008rra.2, intron 2 of 2)	intron (NM_022983, intron 2 of 2)	29160	uc008rra.2	Lpar3	lysophosphatidic acid receptor 3	13.1	0	4.03	5.04	8.06	11.08	5.04	9.07	2749-Per2_n3R16	0	mle	1	24.0481927711	4.9372532766	20.1474437495	6.885	0.6308218281	0.5487822344	0.6401784754	0.0112865723	0.0001059877	0.0191397895
2750	chr4	53152451	53152681	53152600	8	intron (uc008swu.1, intron 2 of 49)	intron (NM_013454, intron 2 of 49)	20201	uc008swu.1	Abca1	ATP-binding cassette sub-family A member 1	4.03	4.03	9.07	10.08	7.05	7.05	1.01	20.15	2750-Per2_n3R16	0	burg	1	23.9041916168	2.6783315372	12.0194311667	6.885	0.7407315662	0.6831163587	0.3319412806	0.002300771	4.034317786E-005	0.007285373
2751	chr12	77355991	77356430	77356280	8	promoter-TSS (uc007nxz.2)	promoter-TSS (NM_138745)	-9	uc007nxz.2	Mthfd1	C-1-tetrahydrofolate synthase, cytoplasmic	8.06	3.02	4.03	7.05	13.1	6.05	2.02	4.03	2751-Per2_n3R16	0	burg	1	22.1777777778	3.692452645	17.2995761073	6.885	0.6136437311	0.5277867824	0.4736970733	0.0138498744	0.0001235132	0.0223046343
2752	chr2	48952371	48952700	48952470	11	intron (uc008jpu.2, intron 3 of 16)	intron (NM_029924, intron 3 of 16)	147507	uc008jpu.2	Mbd5	methyl-CpG binding domain protein 5	3.02	3.02	3.02	12.09	8.06	12.09	4.03	9.07	2752-Per2_n3R16	0	burg	1	25.5897435897	3.646538658	15.6487596814	6.8833333333	0.5116026787	0.4030699406	0.5942206322	0.0397630537	0.0002876716	0.0519491858
2753	chr15	10619891	10620271	10620210	7	intron (uc007vgn.2, intron 2 of 17)	intron (NM_001166408, intron 2 of 17)	24305	uc007vgn.2	Rai14	ankycorbin	7.05	3.02	5.04	11.08	8.06	7.05	2.02	18.14	2753-Per2_n3R16	0	burg	1	22.6818181818	2.6677102584	15.5092459411	6.8833333333	0.562733262	0.4655628758	0.3625919106	0.024174583	0.0001902622	0.0343584922
2754	chr3	146243011	146243211	146243120	9	Intergenic	RMER1B|Other|Other	-17002	uc008rrp.1	Uox	uricase	9.07	6.05	2.02	6.05	9.07	8.06	3.02	7.05	2754-Per2_n3R16	1	burg	1	22.3016759777	2.9706997167	19.9850162475	6.72	0.7618373043	0.7089122609	0.3636376218	0.0015701163	3.48509415236E-005	0.0062935575
2755	chr10	19666531	19666760	19666645	14	intron (uc007enm.2, intron 1 of 29)	intron (NM_008580, intron 1 of 29)	12313	uc007enm.2	Map3k5	mitogen-activated protein kinase kinase kinase	4.03	1.01	2.02	10.08	14.11	9.07	0	6.05	2755-Per2_n3R16	0	mle	1	24.0481927711	5.5306949472	16.1874433697	6.72	0.8002678639	0.7558829448	0.7015502385	0.0007112393	0.000029855	0.0053913604
2756	chr1	74091091	74091410	74091205	12	intron (uc011wmx.1, intron 3 of 34)	intron (NM_027884, intron 3 of 34)	79771	uc011wmx.1	Tns1	tensin 1	2.02	2.02	5.04	9.07	13.1	9.07	4.03	12.09	2756-Per2_n3R16	0	mle	1	24.0481927711	4.6041253709	15.2571967699	6.72	0.7931128174	0.7471378879	0.6037089468	0.0008332995	3.0436277678E-005	0.0054963354
2757	chr7	28378361	28378631	28378540	12	Intergenic	intron (NM_001110208, intron 1 of 13)	-12383	uc009fws.2	Akt2	RAC-beta serine/threonine-protein kinase	2.02	1.01	5.04	6.05	17.13	9.07	1.01	17.13	2757-Per2_n3R16	1	burg	1	23.6213017751	5.5850712759	16.1080741033	6.72	0.6252201726	0.5419357665	0.7964113695	0.0120779418	0.0001113751	0.0201126708
2758	chr11	100366331	100366620	100366460	12	intron (uc007llm.2, intron 11 of 28)	intron (NM_134037, intron 11 of 27)	22839	uc007llm.2	Acly	ATP-citrate synthase isoform 1	10.08	3.02	1.01	6.05	6.05	14.11	3.02	11.08	2758-Per2_n3R16	1	mle	1	24.490797546	5.4109214789	20.5100643214	6.72	0.7911793518	0.7447747633	0.646061879	0.0008689214	3.06104140709E-005	0.0055277818
2759	chr14	9091731	9092111	9091960	12	promoter-TSS (uc007sey.2)	promoter-TSS (NM_001161667)	-568	uc007sey.2	Acox2	peroxisomal acyl-coenzyme A oxidase 2	2.02	5.04	5.04	6.05	5.04	17.13	5.04	38.29	2759-Per2_n3R16	1	burg	1	27.7222222222	3.3540885996	18.4119159651	6.72	0.2801405772	0.1201718165	0.7172099327	0.2278319474	0.0013387868	0.2417648228
2760	chr2	155891511	155891870	155891755	11	intron (uc008nmd.1, intron 1 of 11)	intron (NM_139151, intron 1 of 11)	741	uc008nmd.1	Spag4	sperm-associated antigen 4 protein	6.05	2.02	2.02	8.06	7.05	15.12	1.01	3.02	2760-Per2_n3R16	0	burg	1	25.4267515924	4.6498687422	18.8661731429	6.72	0.634862438	0.5537207575	0.6573873005	0.0107412371	0.0001022269	0.0184606427
2761	chr7	52071071	52071410	52071185	11	promoter-TSS (uc009gqw.2)	promoter-TSS (NM_030693)	-212	uc009gqu.2	Atf5	cyclic AMP-dependent transcription factor ATF-5	2.02	1.01	4.03	9.07	10.08	14.11	1.01	6.05	2761-Per2_n3R16	1	burg	1	27.9160839161	4.6296010476	15.8791425769	6.72	0.6815988621	0.6108430537	0.7015502385	0.0057994359	6.82945823205E-005	0.0123329775
2762	chr7	149719231	149719560	149719375	11	intron (uc009kny.1, intron 1 of 4)	intron (NM_011288, intron 1 of 4)	373	uc009kny.1	Mrpl23	39S ribosomal protein L23, mitochondrial	3.02	1.01	2.02	9.07	15.12	10.08	0	3.02	2762-Per2_n3R16	1	burg	1	23.6213017751	5.9724196606	16.4638878165	6.72	0.803520257	0.7598580919	0.7581895133	0.000660587	2.9775126187E-005	0.0053769413
2763	chr13	38443911	38444200	38444090	11	intron (uc007qdp.1, intron 1 of 6)	intron (NM_007556, intron 1 of 6)	6470	uc007qdp.1	Bmp6	bone morphogenetic protein 6 precursor	5.04	1.01	2.02	8.06	10.08	14.11	7.05	9.07	2763-Per2_n3R16	0	burg	1	24.95	5.1274203989	17.9516333569	6.72	0.7761060754	0.72635187	0.6798000617	0.0011890234	3.22752280885E-005	0.0058284222
2764	chr8	49840941	49841330	49841145	10	Intergenic	Intergenic	-81091	uc009lrs.2	Odz3	teneurin-3 isoform 1	5.04	1.01	3.02	2.02	14.11	15.12	5.04	12.09	2764-Per2_n3R16	0	mle	1	24.6419753086	6.3908313237	18.8272085914	6.72	0.7261218384	0.6652600247	0.851338319	0.002944478	4.54313420625E-005	0.0082042192
2765	chr8	95752881	95753350	95753060	10	intron (uc009muo.2, intron 1 of 13)	intron (NM_133660, intron 1 of 13)	403	uc009muo.2	Ces1e	liver carboxylesterase 22 precursor	6.05	2.02	3.02	8.06	6.05	15.12	4.03	14.11	2765-Per2_n3R16	0	burg	1	26.091503268	4.1848892205	18.8750408677	6.72	0.5432956804	0.4418058316	0.634358669	0.0294007248	0.0002239848	0.0404482972
2766	chr10	128375591	128375910	128375685	10	intron (uc007hpa.1, intron 1 of 24)	intron (NM_008398, intron 1 of 24)	4881	uc007hpa.1	Itga7	integrin alpha-7	6.05	2.02	4.03	3.02	10.08	15.12	4.03	8.06	2766-Per2_n3R16	0	mle	1	24.0481927711	5.1101952421	19.5290018158	6.72	0.7189204958	0.6564583838	0.680073634	0.0033092632	4.82407967623E-005	0.0087115646
2767	chr2	118375361	118375700	118375535	9	promoter-TSS (uc008lsc.1)	promoter-TSS (NM_138313)	-116	uc008lsc.1	Bmf	bcl-2-modifying factor	6.05	2.02	4.03	4.03	14.11	10.08	2.02	13.1	2767-Per2_n3R16	1	mle	1	23.6213017751	4.5860265586	18.08568419	6.72	0.6809235365	0.6100176558	0.6162966385	0.0058549941	6.86919374682E-005	0.0124047339
